profile,primary_dim,shape_param,thickness,coating_type,z_offset,xy_offset_x,xy_offset_y,mass,mean_deflection_deg,hit_ratio,wafer_flux_m2s,wake_intrusion_ratio,wake_type
flat,3.6695941914400363,0.0,0.001600476152020703,specular,-1.270334168965523,0.015814762337952912,0.027279832927722916,182.8095684872079,12.86781651656973,0.0,0.0,0.3009,WakeCone
cap,1.4299157454462792,2.2382360409005284,0.0020001468322733635,specular,-1.263950329041035,-0.040229273247315504,0.008359476170403224,6.77319754006492,89.03429573447265,0.0,0.0,0.622,WakeCone
pyramid,3.2267442087054343,0.9479490690405462,0.0019171529247306361,diffuse,-1.3307757394481783,-0.04769951414303946,-0.034033617330569726,297.04837394406036,58.5897833459656,0.0,0.0,0.1095,PyramidWake
cap,2.664445730372069,1.566646940788973,0.0020295221041136393,specular,-1.4993050081972756,-0.002222423975521505,-0.008556037431984395,14.027980330260764,90.60519593912791,0.0,0.0,0.6652,WakeCone
pyramid,1.6214294702004861,0.6646906585660232,0.0015878589734744071,specular,-1.4555276103744461,0.027270869444819767,-0.025902018652361025,54.13602665821774,112.36491431251632,0.0,0.0,0.12,PyramidWake
cap,5.032642717185414,1.7780902830685723,0.0015545019308310557,diffuse,-1.1685576881287503,-0.012856821350557768,0.030398821542975546,8.341175925261382,59.88955843685604,0.0,0.0,0.4278,WakeCone
pyramid,3.6577420788421624,1.2260384741381563,0.002013171808128356,diffuse,-1.2652293586606382,0.04907637937403493,-0.03600925479411598,460.231091457909,55.384237326829115,0.0,0.0,0.1134,PyramidWake
cap,1.4840888833887376,2.2043502733295686,0.001549212461990174,specular,-1.0304020875692028,0.013076332607386013,-0.048285046026325745,5.408706351139579,89.77048921875357,0.0,0.0,0.641,WakeCone
flat,3.4218011114565643,0.0,0.0016735601031704081,diffuse,-1.4503994904147632,0.002518581802718023,0.0023881738581543535,166.21280430258275,45.094384520223585,0.0,0.0,0.2985,WakeCone
cupola,4.738787253804899,1.0,0.0022729058843424846,specular,-1.0296581281991748,-0.048620875771499455,-0.0026326746027748454,2047.751172583188,101.27142590651313,0.0031,5.198642789058697e+18,0.9118,WakeCone
pyramid,2.770715718866201,0.5038917237203552,0.0022340986509888985,diffuse,-1.0486685380021346,0.044374549022983656,0.023678877690441885,207.41620299665354,69.76267736367917,0.0,0.0,0.1147,PyramidWake
flat,1.2499886074704116,0.0,0.001955210306714141,diffuse,-1.488133552242227,-0.04181239496956307,0.013746461106309393,25.91309125262854,45.12211953447962,0.0,0.0,0.3067,WakeCone
pyramid,2.308985715200512,1.3134269593864962,0.0028153538058011333,specular,-1.012989016075553,-0.03292068259300422,0.04373604226799131,267.6022023201562,74.11088302234569,0.0,0.0,0.1127,PyramidWake
cap,4.614437837820088,2.611294173045226,0.002781004085376368,diffuse,-1.4421012396336965,-0.006680232813468565,-0.003932179154903792,6.918845935101635,60.15778775472895,0.0,0.0,0.4297,WakeCone
flat,2.39185952661144,0.0,0.0024419023811024765,diffuse,-1.4151632765210906,0.012119711578337931,-0.00803642712158057,118.49861524758248,45.44933464072294,0.0,0.0,0.3058,WakeCone
flat,4.46133039776535,0.0,0.001907371362191681,specular,-1.4776019037154233,-0.04389387262229913,-0.017343503337708843,322.0161620164149,13.024538823379851,0.0,0.0,0.2989,WakeCone
cap,2.915785000957879,2.324178454374467,0.0015385072523180184,specular,-1.221846528220599,0.0015075020048665108,-0.03988388126092222,4.831747588558411,90.14038255860324,0.0,0.0,0.6597,WakeCone
pyramid,2.645712896367053,1.484092149113427,0.0016196756488182924,diffuse,-1.4041994676102072,-0.022257194632243717,-0.002427685463223174,219.12090187996878,52.604209529470616,0.0,0.0,0.1149,PyramidWake
cupola,4.6420430545536355,1.0,0.0019765945271088582,specular,-1.184643164605875,-0.04130028325345723,-0.04010483374228866,1708.8235631578805,101.34020595062826,0.0025,4.037666499690589e+18,0.8873,WakeCone
pyramid,1.8589269485792763,0.6557526574615782,0.0025423906645713214,specular,-1.2708087436882218,0.02008327373401865,0.04088280421507673,113.46461912955631,113.20318224452566,0.0,0.0,0.1156,PyramidWake
cap,3.1181683656466728,2.0442203865171953,0.002365464528574601,specular,-1.274877591731983,0.029128940384223728,0.011224044703469452,9.602949440137124,89.71956768985817,0.0,0.0,0.6536,WakeCone
cap,3.3782537422279857,2.0439875317307212,0.0028521373867418163,diffuse,-1.4473074400728603,-0.011216653413363385,0.030493238187462093,11.581307409043097,60.37626161693464,0.0,0.0,0.4183,WakeCone
cupola,2.574548812085133,1.0,0.0015444873933282048,diffuse,-1.0776922596180547,0.026211988437610745,0.0017357832053491312,410.7219708316704,61.75873333359405,0.0094,4.660482640374413e+18,0.2186,WakeCone
flat,5.1142586789912166,0.0,0.0016927281588770464,diffuse,-1.456213242455567,-0.021173448448000523,0.027976739105650225,375.54867787684043,45.362589176076405,0.0,0.0,0.313,WakeCone
pyramid,3.3476468470228684,1.4250800433580901,0.0022704807139249223,specular,-1.2509264948533767,0.01472533659868211,0.03414041733779233,478.4133522663843,69.7564795384136,0.0,0.0,0.1101,PyramidWake
pyramid,3.184102734792284,1.4711272481527393,0.0022986926327536236,specular,-1.1899015241776503,-0.01801941883169244,-0.019904032828984508,447.725491132926,67.73000556375953,0.0,0.0,0.1112,PyramidWake
pyramid,2.8364556717982716,0.9382786778196185,0.0018656007606931185,diffuse,-1.1335506726974884,-0.04731980779419655,-0.04239724258623139,222.28786952706594,58.9869794079683,0.0,0.0,0.1137,PyramidWake
cap,2.693263223858497,2.298260890899857,0.002550085380733602,diffuse,-1.169432498881454,-0.020688929978588257,-0.02082565270230944,8.190297939152307,60.2162553704511,0.0,0.0,0.4179,WakeCone
flat,4.045386958685977,0.0,0.00282220209167742,diffuse,-1.4911510092650682,-0.02245476814866423,-0.0015838975735020591,391.76161955620495,45.54263790493968,0.0,0.0,0.3056,WakeCone
flat,4.346847627342732,0.0,0.0026670237589328256,specular,-1.3954157784484442,0.00576657753615574,-0.015772826193781612,427.4539702066329,12.855361716241218,0.0,0.0,0.3078,WakeCone
pyramid,1.2950488264521098,1.3130297774681838,0.0026865290632258967,diffuse,-1.3856878497735727,-0.009365384261660892,-0.03532715722442861,80.3146734548481,53.941799259226784,0.0,0.0,0.1321,PyramidWake
flat,2.506027906111166,0.0,0.0022821458290084354,specular,-1.1418185418163407,0.03400906962014283,-0.04293194307694176,121.57067690201174,12.837208124647116,0.0,0.0,0.3157,WakeCone
cap,3.4361536189834414,1.6341234716262756,0.001775729990291939,diffuse,-1.3020421582340236,0.033724143928137135,-0.025443293171454908,11.281083819133118,59.73831200238351,0.0,0.0,0.4197,WakeCone
flat,5.217692316404135,0.0,0.00212645350624259,specular,-1.2499838015034643,0.012064366616362197,0.02343374758421253,491.05084120807624,12.737406540515225,0.0,0.0,0.3099,WakeCone
cupola,4.829275178417774,1.0,0.002376473540523664,diffuse,-1.4898162053161275,0.04736287696052367,0.04445266144277808,2223.6078360104852,61.507857170983876,0.002,3.4760119886796406e+18,0.3228,WakeCone
flat,4.3371951878551345,0.0,0.0015732873168310825,specular,-1.1114168689472164,0.03276279462797492,0.04139139242462292,251.0380847780557,12.862170998977417,0.0,0.0,0.3066,WakeCone
cupola,4.086814520170315,1.0,0.001833206487230174,diffuse,-1.0649390339429465,-0.027877776733942185,0.015322078496991368,1228.4077505016767,61.96127170839151,0.0041,5.131379077356023e+18,0.3085,WakeCone
